Abandono,Gender,Age,High_School_GPA,Language_Level,Toefl
0,1,18,94,7,583
0,0,18,90.1,8,617
0,1,18,80.65,8,637
1,1,18,87.89,7,593
0,1,18,86.4,7,590
0,0,18,78.96,7,550
0,1,18,79.14,7,577
0,1,18,79.55,8,613
0,1,18,83.12,7,560
0,1,18,97.33,8,653
0,0,18,79.9,7,550
0,0,18,79.95,7,550
0,1,18,85.19,7,553
0,0,18,87.48,7,550
0,1,18,89.98,7,550
0,1,18,90.55,8,600
0,1,18,95.29,8,637
0,1,17,77.36,4,447
0,1,17,81.28,7,563
0,1,17,90.07,7,567
0,0,17,93.48,7,550
0,0,17,76.8,7,583
0,0,17,91,7,580
0,0,18,89.24,7,550
0,1,18,88.98,7,580
0,1,18,83.6,8,623
0,0,18,92.02,7,550
0,1,18,87.45,8,610
0,1,18,91.21,8,650
0,0,18,94.17,8,670
0,1,18,75.49,8,620
0,1,18,88.57,8,600
0,0,18,88.26,7,587
0,1,18,81.3,7,557
0,1,18,82.73,6,527
0,0,18,94.17,7,550
0,1,18,93.12,7,573
0,0,18,91.38,8,633
0,0,18,97.31,8,640
0,1,18,84.29,7,580
0,0,18,92.38,7,567
0,1,18,91.04,7,563
0,1,18,80.59,8,640
0,1,18,90.6,8,623
0,1,18,93.95,7,550
0,1,18,82.26,7,550
0,1,18,85.61,7,573
0,1,18,86.6,8,613
0,1,18,77.52,8,600
0,1,18,81.78,7,550
1,1,18,76.38,4,463
0,1,18,86.95,7,573
0,1,18,82.93,7,550
0,0,18,92.47,8,660
0,0,18,90.69,6,520
0,0,18,94.81,7,590
0,0,18,91.31,8,603
0,0,18,87.48,7,580
0,0,18,86.03,8,627
0,0,18,97.52,7,557
0,0,18,88.9,7,580
0,1,18,87.38,8,618
0,1,18,90.38,8,640
0,0,18,87.74,6,520
0,0,18,91.64,8,620
0,1,18,86.98,7,563
0,1,18,80.72,7,550
0,1,18,92.8,8,643
0,1,18,93.74,7,573
0,0,18,86.38,7,567
0,0,18,83.05,7,550
0,0,18,89.1,8,600
0,1,18,82.88,7,550
1,0,18,92.98,7,593
0,0,17,87.48,7,563
0,0,17,77.51,6,520
1,1,17,95.4,8,663
0,0,17,93.17,7,560
0,1,17,95.69,7,590
0,1,17,98.95,8,630
0,1,17,85.31,7,580
0,1,17,93.55,8,613
0,1,17,85.17,7,550
0,0,17,84.28,7,550
0,0,17,87.62,7,553
0,1,17,82.98,7,550
0,1,17,81.45,7,553
0,0,17,88.48,7,550
0,0,17,83.57,7,550
0,1,17,88.6,7,587
0,1,17,90.07,7,553
0,0,17,99.21,8,660
0,1,17,82.98,7,577
0,1,17,94.02,7,550
1,0,17,80.77,7,580
0,0,17,82.72,7,550
0,1,17,96.17,8,643
0,1,17,92.57,7,563
0,1,17,81.88,7,567
0,1,17,92.62,7,550
0,1,17,90.4,7,550
0,1,17,89.98,8,613
0,0,17,95.8,8,610
1,1,17,92.54,8,603
0,1,17,86.76,7,580
0,1,17,86.95,6,533
0,0,17,84.36,7,577
0,0,17,88.98,8,640
0,1,17,99.61,8,673
0,1,17,82.32,7,550
0,0,17,82.24,7,550
0,1,17,95.36,7,550
0,1,17,87.8,7,553
0,0,17,86.83,7,550
0,0,17,93.4,8,600
0,1,17,86.48,7,567
0,0,17,96.59,8,643
0,1,17,95.95,8,673
0,1,17,98,8,600
1,0,24,90.77,8,607
1,1,22,89.28,8,643
0,1,21,85.29,8,633
0,1,21,93.62,8,650
0,1,21,85.4,6,540
0,1,20,71.94,5,517
0,1,20,83.09,8,647
0,0,20,91.26,8,623
0,0,20,94.24,8,663
0,1,20,75.61,6,530
0,1,20,74.43,8,607
1,0,20,85.02,7,578
0,0,20,75.77,4,423
0,0,20,94.92,8,640
0,1,20,78.52,8,607
0,1,20,86.17,7,570
0,0,20,87.76,8,647
0,1,20,75,7,550
0,1,20,97.1,8,667
0,1,20,82.86,8,607
0,0,20,84.58,7,580
0,0,20,89.21,8,663
1,1,20,77.07,7,589
0,1,20,77.51,7,570
0,1,20,79.75,6,520
1,1,19,74.46,8,651
1,0,19,77.47,6,523
1,1,19,77.09,7,563
0,0,19,80.02,7,580
0,1,19,97.62,7,550
1,1,19,73.07,7,589
0,1,19,72.21,6,520
0,1,19,80.86,5,513
1,0,19,92.26,8,627
0,1,19,93.02,8,613
0,1,19,82.29,8,610
0,0,19,80.93,7,573
0,1,19,94.76,7,590
0,1,19,82.9,7,550
0,1,19,90.38,7,587
0,1,19,81.49,8,613
0,0,19,93.86,7,590
0,0,19,91.86,8,648
0,0,19,93.71,7,560
0,0,19,83.43,8,616
0,1,19,78.74,7,557
0,0,19,89.38,8,617
0,0,19,83.02,8,613
0,1,19,71.2,7,580
0,1,19,91.88,8,623
0,0,19,93.21,8,630
0,1,19,86.43,8,606
0,0,19,99,8,623
0,1,19,78.84,8,613
0,0,19,79.81,7,580
0,0,19,79.23,8,617
0,0,19,90.17,7,581
0,1,19,80.4,8,613
0,1,19,79.17,7,553
0,0,19,83.52,7,583
0,0,19,81.25,7,567
0,0,19,86.45,8,648
0,1,19,86.14,8,657
0,0,19,87.1,8,611
0,1,19,85.19,7,560
0,1,19,87.67,8,647
0,1,19,81.65,7,580
0,1,19,75.21,7,570
0,1,19,83.36,7,597
0,1,19,84.71,7,593
0,1,19,92.36,8,663
0,1,19,89.07,8,613
0,0,19,91.14,8,630
1,1,19,72.38,8,640
0,0,19,81.42,8,620
1,0,19,84.98,8,658
0,0,19,86.56,7,550
0,1,19,81,7,557
0,0,19,88.1,7,557
0,1,19,80.67,8,613
1,1,19,78,6,533
0,1,19,80.07,7,593
0,0,19,87.4,8,610
0,1,19,78.3,7,567
0,0,19,96.64,8,627
0,1,19,82.88,8,613
0,1,19,97,7,597
0,1,19,82.67,8,647
0,0,19,85.31,7,577
0,0,19,90.93,8,607
0,1,19,79.94,7,553
0,1,19,86.69,8,620
1,1,19,79.91,8,643
0,1,19,77.3,7,560
0,1,19,83.1,8,613
0,1,19,91.43,8,667
0,0,19,81.7,7,587
0,0,19,90.98,8,637
0,0,19,84.76,7,593
0,1,19,93.38,8,650
0,1,19,92.35,5,517
0,0,19,80.86,8,643
0,0,19,96.5,8,613
0,0,19,85.14,7,577
0,1,19,89.21,8,637
0,0,19,88.43,7,571
1,0,19,85.75,7,550
0,1,19,83.6,8,627
0,0,19,81.81,7,553
0,0,19,91.38,8,637
0,0,19,82.71,7,553
0,1,19,83.81,8,657
0,0,19,87.02,7,597
0,0,19,86.2,7,573
0,0,19,80.73,7,550
0,1,19,78.72,7,580
0,1,19,78.73,7,557
0,1,19,86.79,8,643
0,0,19,86.33,7,550
1,1,19,76.49,4,437
0,0,19,88.68,8,637
0,1,19,79.42,7,587
0,1,19,80.88,7,550
0,0,19,75.71,4,427
0,1,19,87.64,8,627
0,0,19,92.88,8,611
0,0,19,82.23,8,610
0,0,19,87.81,8,610
0,0,19,92.43,8,657
0,1,19,97.82,8,673
1,1,19,81.95,7,553
0,1,19,91.95,8,610
0,0,19,83.02,6,543
0,1,19,94,7,590
0,1,19,85.62,8,650
0,1,19,82.81,8,613
0,0,19,87.02,7,550
1,0,19,81.81,8,598
0,1,19,94.9,8,607
0,0,19,86.57,7,583
0,1,19,89.67,7,587
0,1,19,87.17,7,580
0,1,19,83.79,7,553
0,1,19,87.74,7,593
0,1,19,86.14,7,550
0,0,19,92.38,8,667
0,1,19,86.79,7,583
0,0,19,92.69,7,587
0,1,19,84.81,7,567
0,0,19,99.06,8,629
0,1,19,83.05,7,550
0,0,19,90.76,8,600
0,0,19,90.43,8,603
0,1,19,91.24,8,610
0,0,19,92.66,7,550
0,1,19,80,7,597
0,0,19,83.95,7,550
0,0,19,80.2,8,607
0,0,19,85.93,8,610
0,1,19,92.55,8,627
0,0,19,75.42,7,573
0,0,19,88.29,7,581
0,1,19,84.9,8,610
0,1,19,78.57,7,583
0,1,19,83.24,7,553
0,0,19,83.93,8,623
0,1,19,86.05,8,644
0,0,19,91.57,7,570
0,1,19,95.9,8,660
0,1,19,88.12,7,577
0,0,19,84.57,7,560
0,1,19,87.6,8,600
0,0,19,96.02,8,611
0,1,19,93.36,8,637
0,0,19,82.74,7,550
0,0,19,89,8,630
0,0,19,87,7,567
0,1,19,89.39,8,623
0,1,19,78.18,7,580
0,0,19,84.55,8,608
1,0,19,84.29,7,567
0,0,19,82.6,7,583
1,0,19,86.49,7,556
0,1,19,81.82,7,550
0,0,19,84.79,7,567
0,0,19,88.81,8,607
1,1,19,87.6,8,647
0,1,19,91.29,8,621
0,1,19,87.14,7,593
0,0,19,83.9,8,647
0,0,19,80.24,7,568
0,0,19,85,8,647
0,1,19,73.72,6,520
0,1,19,95.95,8,638
0,1,19,96.45,8,647
0,1,19,81,6,547
0,0,19,87.36,8,630
0,0,19,95.48,8,659
0,0,19,90.07,8,644
0,1,19,75.56,6,523
0,0,19,84.62,7,593
0,1,19,78.89,8,623
0,1,19,82.38,8,603
0,1,19,79.12,8,610
0,1,19,83.48,7,567
0,1,19,84.93,8,600
0,0,19,93.4,8,627
0,1,19,92.07,8,660
0,1,19,89.81,7,560
0,1,19,77,7,587
0,0,19,80.23,7,573
0,1,19,93.45,8,620
0,0,19,86.38,8,607
0,1,19,90.52,8,623
0,1,19,79.14,7,563
0,0,19,85.02,7,557
0,0,19,92.1,7,550
0,1,19,80.81,7,583
0,0,19,91.08,8,600
0,1,19,78.65,7,593
0,0,19,77.47,7,550
0,0,19,90.69,8,640
0,0,19,88.12,7,587
0,0,19,90.07,8,667
0,0,19,80.93,7,573
0,0,19,88.5,7,590
0,0,19,81.9,8,640
0,1,19,88.26,8,610
0,0,19,79.6,7,583
0,1,19,90.98,8,637
0,1,19,74.98,7,550
0,0,19,76.98,7,553
0,1,19,92.65,8,643
0,0,19,88,8,610
1,0,19,83.93,7,593
0,0,19,91.33,8,603
0,1,19,85.67,8,620
0,0,19,90.86,8,667
0,1,19,87.76,7,557
0,1,19,82,8,613
0,0,19,87.36,8,621
0,0,19,87.79,8,627
0,1,19,81.19,7,550
0,0,19,95.5,8,608
0,0,19,94.24,8,637
0,1,19,95.69,8,610
0,1,19,87.71,7,580
0,0,19,88.93,7,570
0,0,19,84.33,6,520
0,1,19,76.09,7,587
0,1,19,82.95,8,600
0,0,19,86.17,7,597
0,0,19,82.6,7,557
1,1,19,70.65,7,583
0,1,19,86.21,6,543
0,0,19,83.7,8,603
0,0,19,93.5,8,667
0,1,19,91.24,8,653
0,1,19,76.59,7,553
0,0,19,81.18,7,550
0,0,19,84.21,7,550
0,1,19,91.6,7,590
0,1,19,82.7,8,660
0,0,19,80.38,8,603
0,0,19,82.6,4,467
0,0,19,90.4,8,621
0,1,19,87.57,8,613
0,1,19,90.79,8,638
0,1,19,77.47,7,550
0,1,19,83.05,7,573
0,0,19,87.55,8,647
0,1,19,83.89,7,567
0,1,19,88.17,7,573
0,0,19,78.84,7,587
0,1,19,85.48,8,603
0,0,19,82.1,7,573
0,1,19,84.3,7,587
0,0,19,86.17,8,600
0,1,19,79.81,7,550
0,1,19,90.31,8,637
0,1,19,78,7,550
0,0,19,87.45,8,607
1,0,19,76.83,7,564
0,0,19,86.86,8,600
0,1,19,78,7,563
0,1,19,83.02,7,573
0,0,19,78.19,7,580
0,1,19,87.79,8,613
0,1,19,83.86,7,550
0,1,19,76.25,7,590
0,0,19,96.71,8,603
0,0,19,95.55,8,663
0,1,19,89.88,7,577
0,0,19,80.95,7,581
0,1,19,77.1,7,560
0,1,19,80.29,8,633
0,1,19,80.21,7,550
0,0,19,82.21,8,617
0,1,19,81.63,8,607
0,0,19,91.31,8,620
0,1,19,79.6,8,610
0,1,19,87.5,8,603
0,1,19,95.24,8,650
0,1,19,79,8,613
0,0,19,86.33,7,587
0,1,19,81.37,8,630
0,1,19,83.33,7,560
0,1,19,86.57,8,630
0,0,19,84.81,7,583
1,0,19,89.67,7,580
0,1,19,84.57,7,593
0,1,19,76.68,7,587
0,1,19,81.23,8,600
0,0,19,85,7,583
0,0,19,85.58,8,623
0,0,19,86,8,610
0,0,19,76.25,7,550
1,0,19,90.38,7,577
0,0,19,85.95,7,550
0,0,19,74.44,7,550
0,1,19,76.21,7,573
0,1,19,84.83,7,593
0,0,19,91.86,8,623
0,0,19,87.69,8,637
0,1,19,96.57,8,653
0,1,19,78.72,7,557
0,1,19,93.07,8,603
0,0,19,76.28,7,583
0,1,19,94.08,8,607
0,1,19,84.24,7,550
0,0,19,87.81,6,530
0,1,19,91,8,667
0,0,19,85.29,8,600
0,1,19,88.83,8,603
0,1,19,78.61,8,621
0,1,19,81,8,650
0,1,19,90.79,7,587
0,0,19,88.95,7,550
0,0,19,87.45,7,578
0,1,19,77.09,7,550
0,1,19,92,8,640
0,0,19,80.31,7,573
0,1,19,78,7,580
0,1,19,81.5,8,607
0,1,19,86.74,8,607
0,1,19,77.3,7,550
0,0,19,79.65,7,593
0,0,19,93.86,8,670
0,0,19,90.05,7,560
0,0,19,88.39,8,650
0,0,19,93.83,8,657
0,1,19,79.16,6,530
0,0,19,93.07,8,617
0,1,19,79.38,8,650
0,0,19,79.31,8,603
0,0,19,93.29,8,653
0,1,19,82.62,7,558
1,1,19,92.21,8,647
0,0,19,96.71,8,617
0,1,19,83.81,7,597
0,1,19,89.62,8,620
0,0,19,86.76,7,597
0,1,19,87.93,8,603
0,0,19,80.6,8,637
0,1,19,83.02,7,556
0,1,19,85.95,7,597
0,1,19,78.77,6,520
0,0,19,72.07,7,550
0,0,19,79.72,8,619
0,1,19,79.43,7,590
0,1,19,83.86,8,647
0,0,19,91.64,7,597
0,0,19,84.64,7,553
0,1,19,77.02,7,563
0,1,19,77.64,8,637
0,0,19,95.12,7,587
0,1,19,80.29,7,597
0,0,19,79.41,5,497
0,0,19,85.36,7,557
0,1,19,77.33,7,570
0,1,19,84.14,7,577
0,1,19,86.76,7,573
0,1,19,90.31,8,603
0,1,19,90.36,8,604
0,1,19,82.21,7,557
0,0,19,88.5,8,623
0,0,19,98.48,8,600
0,1,19,82,7,573
0,1,19,82.98,7,583
0,1,19,79.88,7,590
0,1,19,83.55,7,597
0,0,19,89.48,8,610
0,1,19,86.57,8,617
0,0,19,89.33,7,563
0,1,19,83.79,7,563
0,0,19,81.1,7,581
0,0,19,89.31,7,587
0,0,19,85.45,7,591
1,1,19,79.17,8,610
0,1,19,91.69,8,630
0,1,19,74.35,7,550
0,1,19,84.57,8,613
0,1,19,77.74,7,583
0,1,19,96.5,8,603
0,1,19,82.33,7,550
0,1,19,93.43,8,663
0,1,19,86,8,627
0,0,19,92.43,8,650
0,1,19,77.91,7,567
0,0,19,89.62,8,621
0,1,19,73.59,7,563
0,0,19,94.48,8,620
0,0,19,86.9,8,613
0,1,19,85.74,8,603
0,1,19,85.05,8,647
0,0,19,81.45,7,593
0,1,19,75.58,7,550
0,1,19,79.02,8,627
0,1,19,84.69,7,570
0,1,19,83.4,8,610
0,0,19,85.05,7,580
0,1,19,83.79,8,613
0,1,19,75.43,7,580
0,0,18,83.17,7,577
0,1,18,77.19,7,573
0,1,18,88,8,637
0,0,18,80.71,7,550
1,0,18,87.55,8,610
0,1,18,92.29,8,623
0,1,18,78.49,7,583
0,1,18,83.6,7,573
0,1,18,82.07,7,550
0,1,18,84.12,8,650
0,1,18,78.67,7,571
0,1,18,79.31,7,590
0,0,18,86.17,8,620
0,0,18,82.55,7,588
1,0,18,82.23,7,557
0,0,18,89.12,7,593
0,0,18,87.21,7,583
0,0,18,81.73,7,550
0,0,18,86.98,8,611
0,0,18,92.17,8,657
0,0,18,90.76,7,590
0,0,18,92.67,8,603
0,0,18,97.83,8,600
1,0,18,76.05,8,620
0,1,18,89.81,8,617
0,1,18,98.59,8,640
0,1,18,80.79,8,630
0,0,18,96.49,8,647
0,0,18,79.26,7,567
0,1,18,95.12,8,650
0,1,18,85.64,7,590
0,0,18,85.18,7,567
0,1,18,84.47,7,596
0,1,18,82.29,7,577
0,0,18,85.19,8,647
0,0,18,80.83,7,580
0,0,18,81.74,7,573
0,1,18,90.24,8,627
0,0,18,90.86,8,623
0,1,18,79.64,7,573
0,1,18,87.88,8,650
0,1,18,90.55,8,620
0,1,18,85.36,7,577
0,1,18,75.25,7,550
0,1,18,88.26,7,560
0,0,18,96.71,8,623
0,1,18,83.35,7,570
1,1,18,78.2,7,563
0,0,18,94.02,8,653
0,1,18,86.1,7,583
0,1,18,93.48,8,633
0,0,18,83.35,7,550
0,1,18,86.67,8,611
0,1,18,79,8,603
0,1,18,84.35,8,613
0,0,18,86.14,8,610
0,0,18,86.12,7,560
0,1,18,93.29,8,600
0,1,18,81.77,8,620
0,1,18,91.17,8,617
0,0,18,96.88,8,600
0,0,18,92.19,8,653
0,1,18,74.81,7,563
0,1,18,88.1,8,677
0,0,18,86,7,567
0,0,18,89.57,7,587
0,1,18,76.14,8,600
0,1,18,83.21,7,593
0,0,18,93.86,8,607
0,1,18,89.21,8,613
0,1,18,92.6,8,647
0,1,18,80.62,8,637
0,1,18,84.74,7,563
0,0,18,80.05,7,553
0,0,18,93.31,8,600
1,1,18,82.65,8,627
0,1,18,75.04,8,600
0,1,18,81.95,7,580
0,0,18,88.88,8,617
0,0,18,87.12,8,637
0,0,18,81,4,453
0,0,18,79,6,520
0,0,18,97.06,8,613
0,0,18,81,8,603
0,0,18,88.19,8,621
0,0,18,93.14,8,647
0,0,18,94.68,8,630
0,1,18,81.86,7,580
0,1,18,81.5,7,593
0,0,18,78.81,7,590
0,1,18,82.77,8,623
0,0,18,88.62,7,573
0,0,18,86.48,7,550
0,1,18,74.68,8,617
0,1,18,91.43,8,663
0,1,18,77.77,6,520
0,0,18,88.86,7,557
0,1,18,82.05,8,607
0,1,18,86.45,7,550
0,0,18,83.24,7,560
0,0,18,94.6,7,557
0,0,18,80.98,7,567
0,0,18,88,8,643
0,0,18,94.86,7,590
0,0,18,85.21,6,520
0,0,18,93.6,8,647
0,0,18,86.79,7,573
0,1,18,82.17,8,619
0,1,18,91.31,7,567
0,1,18,87.86,7,560
0,1,18,89.05,8,600
0,0,18,93.71,8,607
0,1,18,87.12,8,630
0,1,18,88.17,8,630
0,1,18,94.98,7,570
0,0,18,90.98,8,643
0,0,18,86.38,8,650
0,0,18,82.29,7,567
0,0,18,86.64,7,587
0,0,18,89.81,8,647
0,0,18,91.24,8,600
0,0,18,88,7,587
0,1,18,87.41,8,620
0,1,18,93.63,8,627
0,1,18,77.14,7,590
0,0,18,83.71,8,647
1,0,18,85.05,7,593
0,0,18,88.81,8,617
0,0,18,85.69,7,583
0,0,18,95,8,630
0,1,18,89.62,7,593
0,1,18,78.48,8,610
0,1,18,79.23,7,550
0,0,18,87,7,550
0,0,18,94.1,8,627
0,1,18,80.48,7,583
0,1,18,81.71,8,610
0,0,18,81.38,8,603
0,1,18,85.4,7,583
0,1,18,91.07,8,643
0,1,18,81.18,7,574
0,1,18,89.71,7,557
0,1,18,86.81,7,550
0,1,18,84.94,7,570
0,1,18,87.95,8,653
0,0,18,88.95,8,617
0,0,18,82.1,7,577
0,0,18,81.43,8,633
0,1,18,81.93,7,570
0,1,18,83,7,567
0,1,18,90.98,8,600
0,1,18,81.77,8,600
0,0,18,88.88,7,580
0,1,18,85.36,7,593
0,0,18,85.76,7,557
0,0,18,82.74,7,579
0,1,18,91.5,8,630
0,1,18,88.21,8,623
0,0,18,80.21,7,550
0,0,18,80.3,7,567
0,1,18,89.71,7,597
0,1,18,78.69,4,447
0,1,18,85.64,7,573
0,0,18,89.92,7,587
0,1,18,83.95,7,587
0,1,18,78.62,6,547
0,0,18,88.24,7,573
0,0,18,92.33,7,550
0,0,18,91.64,8,673
0,0,18,85.93,7,557
0,1,18,81.98,6,520
0,0,18,85.38,7,560
0,1,18,83.4,7,583
0,0,18,94.57,8,600
0,0,18,89.71,7,577
0,0,18,85.38,7,550
0,0,18,93.21,8,623
0,0,18,91,7,593
0,0,18,79.49,7,587
0,1,18,93.84,8,657
0,1,18,74.7,7,577
1,1,18,79.82,7,571
0,1,18,81.05,8,627
0,1,18,80.52,8,627
1,1,18,85.51,7,580
1,0,18,90.98,8,643
0,0,18,90.26,7,550
0,1,18,82.33,7,550
0,1,18,97.67,7,590
0,0,18,89.19,7,550
0,1,18,98.94,8,643
0,1,18,90.29,8,653
0,1,18,92.17,7,593
0,1,18,80.05,8,600
0,1,18,86.88,8,628
0,1,18,82.7,7,587
0,1,18,88.2,8,627
0,1,18,79.19,7,568
0,1,18,82.11,7,550
0,0,18,82.23,8,603
0,0,18,87.45,7,577
0,0,18,90.26,8,603
0,0,18,84.31,6,533
0,1,18,92.19,8,607
0,0,18,74.4,7,563
0,0,18,82.23,4,427
0,1,18,86.16,7,573
0,0,18,96.29,7,577
0,1,18,74.98,8,623
0,1,18,84.16,8,603
0,0,18,92.5,7,587
0,0,18,90.57,7,563
0,0,18,90.71,8,600
0,0,18,93.6,8,623
1,1,18,78.04,7,580
0,1,18,86.02,8,643
0,1,18,72.54,7,550
0,0,18,91.5,8,633
0,0,18,76.98,6,520
0,0,18,94.62,7,550
0,1,18,92.48,7,590
0,0,18,84.55,8,617
0,1,18,91.88,8,627
0,1,18,82.57,7,550
0,1,18,82.36,7,550
0,0,18,79.45,7,583
0,1,18,95.84,8,658
0,1,18,88.36,7,583
0,1,18,79.27,7,550
0,1,18,80.11,6,520
0,0,18,92.36,8,657
0,0,18,87.8,4,447
0,0,18,85,7,553
0,1,18,86.57,7,550
0,1,18,96.52,8,657
0,0,18,88.9,8,613
0,1,18,94.92,8,650
0,1,18,80.64,7,550
0,1,18,93.88,7,563
0,0,18,96.17,8,633
0,0,18,79.45,6,520
0,1,18,80.33,7,573
0,1,18,92.88,8,660
0,0,18,86.86,7,583
0,0,18,87.5,7,550
0,0,18,83.17,7,593
0,0,18,78.74,7,583
0,0,18,89.81,7,593
0,1,18,76.52,7,570
0,1,18,88.95,7,597
0,1,18,85,6,520
0,1,18,76.37,7,580
0,1,18,89.79,8,627
0,0,18,95.59,8,647
0,1,18,79.11,7,550
1,1,18,79.67,7,577
0,1,18,87.98,7,570
0,1,18,78.7,7,577
0,1,18,86.92,7,567
0,1,18,80.91,7,557
0,1,18,84.59,7,590
0,0,18,90.69,7,550
0,0,18,85.31,7,553
0,0,18,90.6,8,663
0,1,18,81,8,637
0,1,18,91.04,8,640
0,1,18,85.74,6,520
0,0,18,92.71,7,570
0,1,18,75.18,7,580
0,1,18,85.29,7,550
0,1,18,95.95,8,623
0,1,18,92.6,8,640
0,0,18,85.38,8,613
0,0,18,86.36,7,571
0,0,18,84.48,7,593
0,1,18,90.83,7,553
0,1,18,76.69,7,583
0,1,18,97.69,8,637
0,1,18,74.06,7,597
0,1,18,85.69,7,571
0,1,18,93.41,8,650
0,1,18,88.96,7,596
0,1,18,82.74,7,560
0,1,18,85.14,7,550
0,1,18,80.21,7,570
0,0,18,87.29,8,610
0,1,18,89.86,8,633
0,1,18,92.76,7,553
0,1,18,93.62,8,647
0,1,18,79.72,7,563
0,0,18,88.71,7,583
0,0,18,90.36,8,637
0,1,18,88.81,6,537
0,0,18,91.18,7,593
0,0,18,87.16,7,583
0,1,18,84.67,7,583
0,1,18,89.02,8,621
0,1,18,96.81,7,587
0,1,18,85.24,7,587
0,0,18,89.21,8,647
0,1,18,85.74,7,597
0,1,18,75.34,7,577
0,1,18,82.5,5,497
0,1,18,82.81,8,638
0,1,18,87.3,8,600
0,1,18,76,7,550
0,0,18,86.36,7,550
0,1,18,90.93,6,520
0,1,18,78.5,8,613
0,0,18,93.86,8,620
0,0,18,84.57,8,643
0,0,18,96.06,8,653
0,0,18,88.02,8,623
0,1,18,94.71,6,543
0,0,18,88.63,6,520
0,1,18,87.9,8,647
0,1,18,75.57,7,557
0,0,18,79.47,7,578
0,1,18,74.24,8,634
0,0,18,87.12,7,553
0,0,18,86.38,8,603
0,1,18,86.95,7,563
0,1,18,88.26,8,650
0,0,18,76.59,7,560
0,0,18,90.31,7,563
0,1,18,78.43,7,550
0,1,18,91.81,7,573
0,1,18,86.4,7,580
0,0,18,78.51,7,567
0,0,18,88.69,8,658
0,1,18,89.12,8,619
0,1,18,82.45,7,570
0,0,18,91.05,7,553
0,1,18,82.32,8,600
0,0,18,94.38,8,613
0,0,18,92,8,647
0,1,18,93.52,8,630
0,1,18,82.05,7,557
0,1,18,72.67,6,520
0,0,18,84.4,8,613
0,0,18,85.45,7,570
0,0,18,94.83,8,633
0,0,18,84.43,8,620
0,1,18,85.95,8,623
0,1,18,90,8,610
1,1,18,74.41,7,553
0,1,18,83.5,7,597
0,0,18,86.93,7,550
0,0,18,90.57,8,617
0,0,18,87.8,8,603
0,0,18,91.9,8,623
0,0,18,84.74,8,610
0,1,18,87.62,7,583
0,1,18,90.64,7,550
0,0,18,83.09,7,563
0,1,18,95.26,8,619
0,0,18,98.6,8,647
0,0,18,77.55,7,563
0,1,18,87.95,7,594
1,0,18,92.31,7,560
0,0,18,91.24,7,570
0,0,18,82.27,7,550
0,1,18,88.69,8,600
0,1,18,79.12,7,580
0,1,18,86.25,7,593
1,0,18,88.57,7,581
0,0,18,93.17,7,593
0,0,18,84.76,7,588
0,0,18,88.79,7,597
0,0,18,87,7,573
0,0,18,86.25,4,473
0,0,18,84.64,8,613
0,1,18,91.47,8,620
0,1,18,76.7,7,550
0,1,18,87.74,7,550
0,0,18,86.12,7,550
0,1,18,92.21,7,583
0,1,18,83.76,7,570
0,1,18,90.71,8,617
0,1,18,80.86,7,560
0,0,18,89.62,8,604
0,0,18,78.38,7,580
0,0,18,75.02,6,523
0,1,18,77.98,7,577
0,0,18,94.45,7,550
0,0,18,84.48,7,597
0,1,18,83,7,580
0,0,18,84.6,7,570
0,1,18,88.95,7,597
0,0,18,79.84,7,557
0,0,18,84.83,8,610
0,0,18,80.16,7,580
0,1,18,90.31,8,637
0,1,18,74.3,7,560
0,1,18,86.24,8,617
0,1,18,78.68,7,567
0,0,18,85.36,7,567
0,1,18,86.6,7,584
0,1,18,86.5,7,550
0,0,18,88.88,8,601
0,1,18,79,6,520
0,0,18,98.79,7,580
0,0,18,89.1,7,553
0,1,18,78.28,8,600
0,0,18,88.38,8,620
0,1,18,84.19,7,560
0,1,18,93.93,8,623
0,1,18,85.86,7,550
0,1,18,81.53,7,560
0,1,18,83.24,7,597
0,1,18,90.79,7,550
0,0,18,95.4,7,587
0,1,18,82.7,8,610
0,0,18,87.07,7,589
0,1,18,81.02,6,547
0,0,18,79,7,590
0,0,18,98.81,8,613
0,1,18,80,8,610
0,0,18,93.2,8,603
0,1,18,79.43,6,520
0,1,18,80.5,6,543
0,1,18,87.71,7,570
0,0,18,78.43,8,647
0,1,18,92.45,8,643
0,0,18,80.31,6,520
0,0,18,89.93,7,550
0,0,18,90.05,7,550
0,1,18,90.9,7,560
0,1,18,87.62,7,557
0,0,18,93.57,7,570
0,1,18,85.36,7,573
0,0,18,82.74,8,633
0,0,18,96.36,7,597
0,1,18,87.67,7,560
0,1,18,98.67,8,620
0,1,18,80.26,7,550
0,1,18,90.79,8,663
0,1,18,87.64,8,607
0,1,18,93.1,7,563
0,1,18,85.14,7,573
0,0,18,95.67,8,643
0,0,18,91.57,7,553
0,0,18,86.03,8,658
0,1,18,93.55,8,630
0,1,18,82.52,7,550
0,1,18,92.55,8,657
0,1,18,92.71,7,590
0,0,18,87.74,8,603
0,0,18,91.4,8,600
0,1,18,85.9,7,550
0,1,18,84.56,5,497
0,0,18,85.79,7,567
0,0,18,90.31,7,580
0,1,18,84.74,8,627
0,1,18,82.12,7,550
0,1,18,89,8,663
0,0,18,80.91,8,611
0,0,18,84.74,8,603
0,0,18,79.28,6,520
0,0,18,89.74,8,603
0,1,18,86.31,7,577
0,0,18,86.55,7,550
0,0,18,86.67,7,580
